# x rho u P T
3.1789737171e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.1914893617e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.2040050063e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.2165206508e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.2290362954e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.2415519399e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.2540675845e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.2665832290e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.2790988736e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.2916145181e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.3041301627e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.3166458073e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.3291614518e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.3416770964e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.3541927409e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.3667083855e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.3792240300e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.3917396746e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.4042553191e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.4167709637e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.4292866083e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.4418022528e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.4543178974e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.4668335419e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
3.4793491865e-01 5.8642198278e+02 1.7735485740e+01 6.7284100271e+06 3.0001350000e+02
