panel,curve,x_m,value
T,theta=1e-4 s,2.8625,298.1799
T,theta=1e-4 s,2.8875,298.1799
T,theta=1e-4 s,2.9250,298.1799
T,theta=1e-4 s,2.9375,298.1344
T,theta=1e-4 s,2.9500,298.1344
T,theta=1e-4 s,2.9625,298.1344
T,theta=1e-4 s,2.9750,298.1344
T,theta=1e-4 s,2.9875,298.1344
T,theta=1e-4 s,3.0000,298.1344
T,theta=1e-4 s,3.0125,298.1344
T,theta=1e-4 s,3.0250,298.1344
T,theta=1e-4 s,3.0375,298.1344
T,theta=1e-4 s,3.0500,298.1344
T,theta=1e-4 s,3.0625,298.1572
T,theta=1e-4 s,3.3125,298.1344
T,theta=1e-4 s,3.3250,298.1344
T,theta=1e-4 s,3.3375,298.1572
T,theta=1e-4 s,3.3500,298.1344
T,theta=1e-4 s,3.3625,298.1344
T,theta=1e-4 s,3.3750,298.1344
T,theta=1e-4 s,3.3875,298.1344
T,theta=1e-4 s,3.4000,298.1344
T,theta=1e-4 s,3.4125,298.1344
T,theta=1e-4 s,3.4250,298.1344
T,theta=1e-4 s,3.4375,298.1344
T,theta=1e-4 s,3.4500,298.1116
T,theta=1e-4 s,3.4625,298.1344
T,theta=1e-4 s,3.4750,298.1116
T,theta=1e-4 s,3.4875,298.1116
T,theta=1e-4 s,3.5000,298.1116
T,theta=1e-4 s,3.5125,298.1116
T,theta=1e-4 s,3.5250,298.1116
T,theta=1e-4 s,3.7500,297.7247
T,theta=1e-4 s,3.7625,297.7019
T,theta=1e-4 s,3.7750,297.6564
T,theta=1e-4 s,3.7875,297.5881
T,theta=1e-4 s,3.8000,297.5426
T,theta=1e-4 s,3.8125,297.4970
T,theta=1e-4 s,3.8250,297.4515
T,theta=1e-4 s,3.8375,297.3605
T,theta=1e-4 s,3.8500,297.3149
T,theta=1e-4 s,3.8625,297.2467
T,theta=1e-4 s,3.8750,297.1784
T,theta=1e-4 s,3.8875,297.1101
T,theta=1e-4 s,3.9875,296.2451
T,theta=1e-4 s,4.0000,296.2223
T,theta=1e-4 s,4.0125,296.0858
T,theta=1e-4 s,4.0250,295.9492
T,theta=1e-4 s,4.0375,295.8354
T,theta=1e-4 s,4.0500,295.6988
T,theta=1e-4 s,4.0625,295.6078
T,theta=1e-4 s,4.0750,295.5622
T,theta=1e-4 s,4.1375,294.6062
T,theta=1e-4 s,4.1500,294.6062
T,theta=1e-4 s,4.1625,294.3786
T,theta=1e-4 s,4.1750,294.2420
T,theta=1e-4 s,4.1875,294.1282
T,theta=1e-4 s,4.2625,292.9673
T,theta=1e-4 s,4.2750,292.8763
T,theta=1e-4 s,4.2875,292.7169
T,theta=1e-4 s,4.3000,292.5348
T,theta=1e-4 s,4.3125,292.3527
T,theta=1e-4 s,4.3250,292.2617
T,theta=1e-4 s,4.3750,291.3512
T,theta=1e-4 s,4.3875,291.2601
T,theta=1e-4 s,4.4000,291.1236
T,theta=1e-4 s,4.4125,290.9415
T,theta=1e-4 s,4.4250,290.8049
T,theta=1e-4 s,4.4375,290.6683
T,theta=1e-4 s,4.4500,290.5773
T,theta=1e-4 s,4.5000,289.6668
T,theta=1e-4 s,4.5125,289.5757
T,theta=1e-4 s,4.5250,289.4164
T,theta=1e-4 s,4.5375,289.2798
T,theta=1e-4 s,4.5500,289.1205
T,theta=1e-4 s,4.5625,289.0066
T,theta=1e-4 s,4.6375,288.0051
T,theta=1e-4 s,4.6500,287.8913
T,theta=1e-4 s,4.6625,287.7547
T,theta=1e-4 s,4.6750,287.6181
T,theta=1e-4 s,4.6875,287.4816
T,theta=1e-4 s,4.7000,287.3905
T,theta=1e-4 s,4.7125,287.3222
T,theta=1e-4 s,4.8000,286.4573
T,theta=1e-4 s,4.8125,286.4117
T,theta=1e-4 s,4.8250,286.3207
T,theta=1e-4 s,4.8375,286.2524
T,theta=1e-4 s,4.8500,286.1613
T,theta=1e-4 s,4.8625,286.0931
T,theta=1e-4 s,4.8750,286.0248
T,theta=1e-4 s,4.8875,285.9792
T,theta=1e-4 s,4.9000,285.9110
T,theta=1e-4 s,4.9125,285.8427
T,theta=1e-4 s,4.9250,285.8199
T,theta=1e-4 s,5.1500,285.4557
T,theta=1e-4 s,5.1625,285.4557
T,theta=1e-4 s,5.1750,285.4557
T,theta=1e-4 s,5.1875,285.4329
T,theta=1e-4 s,5.2000,285.4329
T,theta=1e-4 s,5.2125,285.4329
T,theta=1e-4 s,5.2250,285.4329
T,theta=1e-4 s,5.2375,285.4329
T,theta=1e-4 s,5.2500,285.4329
T,theta=1e-4 s,5.2625,285.4329
T,theta=1e-4 s,5.2750,285.4329
T,theta=1e-4 s,5.2875,285.4329
T,theta=1e-4 s,5.3000,285.4329
T,theta=1e-4 s,5.3125,285.4329
T,theta=1e-4 s,5.3250,285.4102
T,theta=1e-4 s,5.3375,285.4329
T,theta=1e-4 s,5.3500,285.4102
T,theta=1e-4 s,5.3625,285.4329
T,theta=1e-4 s,5.6250,285.4329
T,theta=1e-4 s,5.6375,285.4329
T,theta=1e-4 s,5.6500,285.4329
T,theta=1e-4 s,5.6625,285.4329
T,theta=1e-4 s,5.6750,285.4329
T,theta=1e-4 s,5.6875,285.4329
T,theta=1e-4 s,5.8375,285.4329
T,theta=1e-4 s,6.3000,285.4329
T,theta=1e-4 s,6.7750,285.4329
T,theta=1e-4 s,7.2375,285.4557
T,theta=1e-4 s,7.2500,285.4329
T,theta=1e-4 s,7.7125,285.4329
T,theta=1e-4 s,8.0000,285.4785
T,theta=1e-4 s,8.0375,285.4785
T,theta=1e-4 s,8.0625,285.4557
T,theta=1e-4 s,8.0750,285.4329
T,theta=1e-4 s,8.0875,285.4329
T,theta=1e-4 s,8.1000,285.4557
T,theta=1e-4 s,8.1125,285.4329
T,theta=1e-4 s,8.1250,285.4329
T,theta=1e-4 s,8.1375,285.4329
T,theta=1e-4 s,8.1500,285.4329
T,theta=1e-4 s,8.1625,285.4329
T,theta=1e-4 s,8.1750,285.4329
T,theta=1e-4 s,8.1875,285.4329
T,theta=1e-4 s,8.4375,285.4329
T,theta=1e-4 s,8.4500,285.4102
T,theta=1e-4 s,8.4625,285.4329
T,theta=1e-4 s,8.4750,285.4102
T,theta=1e-4 s,8.4875,285.4329
T,theta=1e-4 s,8.5000,285.4329
T,theta=1e-4 s,8.5125,285.4102
T,theta=1e-4 s,8.5250,285.4329
T,theta=1e-4 s,8.5375,285.4329
T,theta=1e-4 s,8.5500,285.4329
T,theta=1e-4 s,8.5625,285.4329
T,theta=1e-4 s,8.5750,285.4329
T,theta=1e-4 s,8.5875,285.4102
T,theta=1e-4 s,8.6000,285.4102
T,theta=1e-4 s,8.6125,285.4102
T,theta=1e-4 s,8.6250,285.4102
T,theta=1e-4 s,8.6375,285.4102
T,theta=1e-4 s,8.6500,285.3874
T,theta=1e-4 s,8.7625,284.5907
T,theta=1e-4 s,8.7750,284.4314
T,theta=1e-4 s,8.7875,284.1127
T,theta=1e-4 s,8.8000,283.9534
T,theta=1e-4 s,8.8125,282.7470
T,theta=1e-4 s,8.8250,282.4966
T,theta=1e-4 s,8.8375,280.8577
T,theta=1e-4 s,8.8500,280.5390
T,theta=1e-4 s,8.8625,279.1505
T,theta=1e-4 s,8.8750,277.3523
T,theta=1e-4 s,8.8875,275.6906
T,theta=1e-4 s,8.9000,275.4630
T,theta=1e-4 s,8.9125,274.1428
T,theta=1e-4 s,8.9250,273.8469
T,theta=1e-4 s,8.9375,273.6420
T,theta=0.001 s,2.4000,298.1799
T,theta=0.001 s,2.4125,298.1799
T,theta=0.001 s,2.4250,298.1344
T,theta=0.001 s,2.4375,298.1344
T,theta=0.001 s,2.4500,298.1572
T,theta=0.001 s,2.4625,298.1572
T,theta=0.001 s,2.4750,298.1572
T,theta=0.001 s,2.4875,298.1344
T,theta=0.001 s,2.5000,298.1344
T,theta=0.001 s,2.5125,298.1572
T,theta=0.001 s,2.5250,298.1572
T,theta=0.001 s,2.5375,298.1344
T,theta=0.001 s,2.5500,298.1344
T,theta=0.001 s,2.5625,298.1344
T,theta=0.001 s,2.5750,298.1572
T,theta=0.001 s,2.5875,298.1572
T,theta=0.001 s,2.7000,298.1344
T,theta=0.001 s,2.7125,298.1344
T,theta=0.001 s,2.7250,298.1116
T,theta=0.001 s,2.8375,298.1116
T,theta=0.001 s,2.8500,298.1116
T,theta=0.001 s,2.8625,298.1116
T,theta=0.001 s,2.8750,298.1116
T,theta=0.001 s,2.8875,298.0889
T,theta=0.001 s,2.9000,298.0889
T,theta=0.001 s,2.9125,298.0889
T,theta=0.001 s,2.9250,298.0889
T,theta=0.001 s,2.9375,298.0661
T,theta=0.001 s,2.9500,298.0661
T,theta=0.001 s,2.9625,298.0661
T,theta=0.001 s,2.9750,298.0661
T,theta=0.001 s,2.9875,298.0661
T,theta=0.001 s,3.0000,298.0433
T,theta=0.001 s,3.0125,298.0433
T,theta=0.001 s,3.0250,298.0433
T,theta=0.001 s,3.0375,298.0206
T,theta=0.001 s,3.0500,298.0206
T,theta=0.001 s,3.0625,298.0206
T,theta=0.001 s,3.1625,297.9295
T,theta=0.001 s,3.1750,297.9295
T,theta=0.001 s,3.1875,297.9068
T,theta=0.001 s,3.2000,297.9068
T,theta=0.001 s,3.3000,297.7930
T,theta=0.001 s,3.3125,297.7474
T,theta=0.001 s,3.3250,297.7474
T,theta=0.001 s,3.3375,297.7019
T,theta=0.001 s,3.3500,297.7019
T,theta=0.001 s,3.3625,297.6791
T,theta=0.001 s,3.3750,297.6564
T,theta=0.001 s,3.3875,297.6564
T,theta=0.001 s,3.4000,297.6109
T,theta=0.001 s,3.4125,297.6109
T,theta=0.001 s,3.4250,297.5653
T,theta=0.001 s,3.4375,297.5653
T,theta=0.001 s,3.4500,297.5198
T,theta=0.001 s,3.4625,297.4970
T,theta=0.001 s,3.4750,297.4743
T,theta=0.001 s,3.4875,297.4288
T,theta=0.001 s,3.5000,297.4515
T,theta=0.001 s,3.5875,297.2011
T,theta=0.001 s,3.6000,297.1556
T,theta=0.001 s,3.6125,297.1328
T,theta=0.001 s,3.6875,296.8597
T,theta=0.001 s,3.7000,296.8369
T,theta=0.001 s,3.7125,296.7914
T,theta=0.001 s,3.7250,296.7459
T,theta=0.001 s,3.7375,296.7004
T,theta=0.001 s,3.7500,296.6548
T,theta=0.001 s,3.7625,296.5865
T,theta=0.001 s,3.7750,296.5410
T,theta=0.001 s,3.7875,296.4955
T,theta=0.001 s,3.8000,296.4500
T,theta=0.001 s,3.8125,296.4044
T,theta=0.001 s,3.8250,296.3589
T,theta=0.001 s,3.8375,296.2906
T,theta=0.001 s,3.9000,295.9492
T,theta=0.001 s,3.9125,295.9037
T,theta=0.001 s,3.9250,295.8809
T,theta=0.001 s,3.9750,295.5395
T,theta=0.001 s,3.9875,295.4939
T,theta=0.001 s,4.0000,295.4257
T,theta=0.001 s,4.0125,295.3574
T,theta=0.001 s,4.0250,295.2663
T,theta=0.001 s,4.0375,295.1980
T,theta=0.001 s,4.0500,295.1070
T,theta=0.001 s,4.0625,295.0159
T,theta=0.001 s,4.0750,294.9249
T,theta=0.001 s,4.0875,294.8566
T,theta=0.001 s,4.1375,294.4469
T,theta=0.001 s,4.1500,294.4241
T,theta=0.001 s,4.1625,294.4013
T,theta=0.001 s,4.2000,294.0144
T,theta=0.001 s,4.2125,293.9461
T,theta=0.001 s,4.2250,293.8323
T,theta=0.001 s,4.2375,293.7868
T,theta=0.001 s,4.2500,293.5364
T,theta=0.001 s,4.2625,293.4681
T,theta=0.001 s,4.2750,293.4226
T,theta=0.001 s,4.2875,293.3315
T,theta=0.001 s,4.3250,292.8990
T,theta=0.001 s,4.3375,292.8763
T,theta=0.001 s,4.3500,292.8307
T,theta=0.001 s,4.3875,292.3983
T,theta=0.001 s,4.4000,292.3300
T,theta=0.001 s,4.4125,292.2389
T,theta=0.001 s,4.4250,292.1023
T,theta=0.001 s,4.4375,291.9658
T,theta=0.001 s,4.4500,291.8520
T,theta=0.001 s,4.4625,291.7837
T,theta=0.001 s,4.4750,291.7154
T,theta=0.001 s,4.5000,291.3057
T,theta=0.001 s,4.5125,291.2829
T,theta=0.001 s,4.5250,291.2374
T,theta=0.001 s,4.5500,290.8504
T,theta=0.001 s,4.5625,290.7821
T,theta=0.001 s,4.5750,290.6911
T,theta=0.001 s,4.5875,290.5773
T,theta=0.001 s,4.6000,290.4407
T,theta=0.001 s,4.6125,290.3496
T,theta=0.001 s,4.6250,290.2131
T,theta=0.001 s,4.6375,290.1675
T,theta=0.001 s,4.6750,289.7123
T,theta=0.001 s,4.6875,289.6895
T,theta=0.001 s,4.7250,289.2570
T,theta=0.001 s,4.7375,289.1887
T,theta=0.001 s,4.7500,289.0977
T,theta=0.001 s,4.7625,288.9839
T,theta=0.001 s,4.7750,288.8928
T,theta=0.001 s,4.7875,288.7790
T,theta=0.001 s,4.8000,288.6880
T,theta=0.001 s,4.8125,288.5969
T,theta=0.001 s,4.8250,288.5286
T,theta=0.001 s,4.8625,288.1417
T,theta=0.001 s,4.8750,288.1189
T,theta=0.001 s,4.8875,288.0734
T,theta=0.001 s,4.9250,287.6864
T,theta=0.001 s,4.9375,287.6409
T,theta=0.001 s,4.9500,287.5498
T,theta=0.001 s,4.9625,287.4588
T,theta=0.001 s,4.9750,287.3905
T,theta=0.001 s,4.9875,287.2995
T,theta=0.001 s,5.0000,287.2312
T,theta=0.001 s,5.0125,287.1629
T,theta=0.001 s,5.0250,287.0718
T,theta=0.001 s,5.0375,287.0491
T,theta=0.001 s,5.1000,286.6621
T,theta=0.001 s,5.1125,286.6166
T,theta=0.001 s,5.1250,286.6166
T,theta=0.001 s,5.1875,286.2752
T,theta=0.001 s,5.2000,286.2524
T,theta=0.001 s,5.2125,286.2069
T,theta=0.001 s,5.2250,286.1841
T,theta=0.001 s,5.2375,286.1386
T,theta=0.001 s,5.2500,286.0931
T,theta=0.001 s,5.2625,286.0475
T,theta=0.001 s,5.2750,286.0248
T,theta=0.001 s,5.2875,286.0020
T,theta=0.001 s,5.3000,285.9565
T,theta=0.001 s,5.3125,285.9110
T,theta=0.001 s,5.3250,285.9110
T,theta=0.001 s,5.3375,285.8654
T,theta=0.001 s,5.3500,285.8654
T,theta=0.001 s,5.3625,285.8199
T,theta=0.001 s,5.4625,285.6606
T,theta=0.001 s,5.4750,285.6378
T,theta=0.001 s,5.4875,285.6378
T,theta=0.001 s,5.5000,285.6606
T,theta=0.001 s,5.6000,285.5468
T,theta=0.001 s,5.6125,285.5240
T,theta=0.001 s,5.6250,285.5240
T,theta=0.001 s,5.6375,285.5012
T,theta=0.001 s,5.6500,285.5012
T,theta=0.001 s,5.6625,285.5012
T,theta=0.001 s,5.6750,285.5012
T,theta=0.001 s,5.6875,285.5012
T,theta=0.001 s,5.7000,285.4785
T,theta=0.001 s,5.7125,285.4785
T,theta=0.001 s,5.7250,285.4785
T,theta=0.001 s,5.7375,285.4785
T,theta=0.001 s,5.7500,285.4785
T,theta=0.001 s,5.7625,285.4557
T,theta=0.001 s,5.7750,285.4557
T,theta=0.001 s,5.7875,285.4557
T,theta=0.001 s,5.8000,285.4557
T,theta=0.001 s,5.8125,285.4557
T,theta=0.001 s,5.9250,285.4329
T,theta=0.001 s,5.9375,285.4557
T,theta=0.001 s,5.9500,285.4329
T,theta=0.001 s,6.0625,285.4329
T,theta=0.001 s,6.0750,285.4329
T,theta=0.001 s,6.0875,285.4329
T,theta=0.001 s,6.1000,285.4329
T,theta=0.001 s,6.1125,285.4102
T,theta=0.001 s,6.1250,285.4329
T,theta=0.001 s,6.1375,285.4329
T,theta=0.001 s,6.1500,285.4102
T,theta=0.001 s,6.1625,285.4329
T,theta=0.001 s,6.1750,285.4102
T,theta=0.001 s,6.1875,285.4329
T,theta=0.001 s,6.2000,285.4329
T,theta=0.001 s,6.2125,285.4102
T,theta=0.001 s,6.2250,285.4329
T,theta=0.001 s,6.2375,285.4102
T,theta=0.001 s,6.2500,285.4329
T,theta=0.001 s,6.2625,285.4329
T,theta=0.001 s,6.2750,285.4102
T,theta=0.001 s,6.2875,285.4102
T,theta=0.001 s,6.4000,285.4329
T,theta=0.001 s,6.4125,285.4102
T,theta=0.001 s,6.4250,285.4329
T,theta=0.001 s,6.5375,285.4329
T,theta=0.001 s,6.5500,285.4329
T,theta=0.001 s,6.5625,285.4102
T,theta=0.001 s,6.5750,285.4329
T,theta=0.001 s,6.5875,285.4102
T,theta=0.001 s,6.6000,285.4329
T,theta=0.001 s,6.6125,285.4329
T,theta=0.001 s,6.6250,285.4102
T,theta=0.001 s,6.6375,285.4329
T,theta=0.001 s,6.6500,285.4102
T,theta=0.001 s,6.6625,285.4329
T,theta=0.001 s,6.6750,285.4329
T,theta=0.001 s,6.6875,285.4102
T,theta=0.001 s,6.7000,285.4102
T,theta=0.001 s,6.7125,285.4329
T,theta=0.001 s,6.7250,285.4329
T,theta=0.001 s,6.7375,285.4329
T,theta=0.001 s,6.7500,285.4329
T,theta=0.001 s,6.8625,285.4329
T,theta=0.001 s,6.8750,285.4329
T,theta=0.001 s,6.8875,285.4329
T,theta=0.001 s,6.9000,285.4329
T,theta=0.001 s,7.0250,285.4329
T,theta=0.001 s,7.0375,285.3874
T,theta=0.001 s,7.0750,285.4329
T,theta=0.001 s,7.0875,285.4329
T,theta=0.001 s,7.1000,285.4102
T,theta=0.001 s,7.1125,285.4329
T,theta=0.001 s,7.1250,285.4329
T,theta=0.001 s,7.1375,285.4329
T,theta=0.001 s,7.1500,285.4329
T,theta=0.001 s,7.1625,285.4329
T,theta=0.001 s,7.1750,285.4102
T,theta=0.001 s,7.1875,285.4329
T,theta=0.001 s,7.2000,285.4329
T,theta=0.001 s,7.2125,285.4102
T,theta=0.001 s,7.2250,285.4329
T,theta=0.001 s,7.3375,285.4102
T,theta=0.001 s,7.3500,285.4102
T,theta=0.001 s,7.3625,285.4329
T,theta=0.001 s,7.4750,285.4102
T,theta=0.001 s,7.4875,285.4329
T,theta=0.001 s,7.5000,285.4329
T,theta=0.001 s,7.5125,285.4102
T,theta=0.001 s,7.5250,285.4329
T,theta=0.001 s,7.5375,285.4329
T,theta=0.001 s,7.5500,285.4329
T,theta=0.001 s,7.5625,285.4329
T,theta=0.001 s,7.5750,285.4329
T,theta=0.001 s,7.5875,285.4102
T,theta=0.001 s,7.6000,285.4329
T,theta=0.001 s,7.6125,285.4329
T,theta=0.001 s,7.6250,285.4102
T,theta=0.001 s,7.6375,285.4329
T,theta=0.001 s,7.6500,285.4102
T,theta=0.001 s,7.6625,285.4329
T,theta=0.001 s,7.6750,285.4329
T,theta=0.001 s,7.6875,285.4102
T,theta=0.001 s,7.8000,285.4329
T,theta=0.001 s,7.8125,285.4329
T,theta=0.001 s,7.8250,285.4102
T,theta=0.001 s,7.8375,285.4102
T,theta=0.001 s,7.9500,285.4102
T,theta=0.001 s,7.9625,285.4102
T,theta=0.001 s,7.9750,285.4102
T,theta=0.001 s,7.9875,285.3874
T,theta=0.001 s,8.0000,285.3874
T,theta=0.001 s,8.0125,285.3874
T,theta=0.001 s,8.0250,285.3874
T,theta=0.001 s,8.0375,285.3874
T,theta=0.001 s,8.0500,285.3874
T,theta=0.001 s,8.0625,285.3647
T,theta=0.001 s,8.0750,285.3647
T,theta=0.001 s,8.0875,285.3647
T,theta=0.001 s,8.1000,285.3647
T,theta=0.001 s,8.1125,285.3419
T,theta=0.001 s,8.1250,285.3419
T,theta=0.001 s,8.1375,285.3419
T,theta=0.001 s,8.1500,285.3191
T,theta=0.001 s,8.1625,285.3191
T,theta=0.001 s,8.2625,285.2053
T,theta=0.001 s,8.2750,285.2053
T,theta=0.001 s,8.2875,285.1826
T,theta=0.001 s,8.3000,285.1598
T,theta=0.001 s,8.3875,284.9549
T,theta=0.001 s,8.4000,284.9549
T,theta=0.001 s,8.4125,284.9094
T,theta=0.001 s,8.4250,284.8639
T,theta=0.001 s,8.4375,284.8184
T,theta=0.001 s,8.4500,284.7728
T,theta=0.001 s,8.4625,284.7273
T,theta=0.001 s,8.4750,284.6818
T,theta=0.001 s,8.4875,284.6135
T,theta=0.001 s,8.5000,284.5680
T,theta=0.001 s,8.5125,284.4997
T,theta=0.001 s,8.5250,284.4314
T,theta=0.001 s,8.5375,284.4086
T,theta=0.001 s,8.5875,283.9989
T,theta=0.001 s,8.6000,283.9761
T,theta=0.001 s,8.6375,283.5437
T,theta=0.001 s,8.6500,283.4754
T,theta=0.001 s,8.6625,283.3388
T,theta=0.001 s,8.6750,283.1795
T,theta=0.001 s,8.6875,283.0429
T,theta=0.001 s,8.7000,282.9063
T,theta=0.001 s,8.7125,282.8153
T,theta=0.001 s,8.7250,282.3828
T,theta=0.001 s,8.7375,282.3600
T,theta=0.001 s,8.7625,281.7909
T,theta=0.001 s,8.7750,281.6544
T,theta=0.001 s,8.7875,281.3812
T,theta=0.001 s,8.8000,281.2219
T,theta=0.001 s,8.8125,280.6528
T,theta=0.001 s,8.8250,280.6756
T,theta=0.001 s,8.8375,280.0838
T,theta=0.001 s,8.8500,279.8561
T,theta=0.001 s,8.8625,279.5830
T,theta=0.001 s,8.8750,278.9684
T,theta=0.001 s,8.8875,278.4904
T,theta=0.001 s,8.9000,277.8758
T,theta=0.001 s,8.9125,277.2385
T,theta=0.001 s,8.9250,276.7377
T,theta=0.001 s,8.9375,276.4190
T,theta=0.001 s,8.9500,276.0776
T,theta=0.001 s,8.9625,275.0533
T,theta=0.001 s,8.9750,274.7346
T,theta=0.001 s,8.9875,274.4387
T,theta=0.001 s,9.0000,273.8696
T,theta=0.001 s,9.0125,273.8241
T,theta=0.001 s,9.0250,273.3916
T,theta=0.001 s,9.0375,273.3461
T,theta=0.001 s,9.0500,273.2778
T,theta=0.001 s,9.0625,273.2095
T,theta=0.001 s,9.0750,273.1640
T,theta=0.001 s,9.0875,273.1640
T,theta=0.001 s,9.1000,273.1412
T,theta=0.005 s,2.3125,298.1799
T,theta=0.005 s,2.3875,298.1344
T,theta=0.005 s,2.4000,298.1116
T,theta=0.005 s,2.4125,298.0889
T,theta=0.005 s,2.4250,298.0661
T,theta=0.005 s,2.4375,298.0661
T,theta=0.005 s,2.4500,298.0206
T,theta=0.005 s,2.4625,298.0206
T,theta=0.005 s,2.4750,297.9751
T,theta=0.005 s,2.4875,297.9523
T,theta=0.005 s,2.5000,297.9295
T,theta=0.005 s,2.5125,297.8840
T,theta=0.005 s,2.5250,297.8385
T,theta=0.005 s,2.5375,297.8385
T,theta=0.005 s,2.5500,297.7930
T,theta=0.005 s,2.6125,297.6336
T,theta=0.005 s,2.6250,297.6109
T,theta=0.005 s,2.6375,297.6109
T,theta=0.005 s,2.7000,297.4970
T,theta=0.005 s,2.7125,297.4743
T,theta=0.005 s,2.7250,297.4515
T,theta=0.005 s,2.7875,297.3149
T,theta=0.005 s,2.8000,297.3377
T,theta=0.005 s,2.8125,297.3149
T,theta=0.005 s,2.8250,297.2922
T,theta=0.005 s,2.8375,297.2694
T,theta=0.005 s,2.8500,297.2467
T,theta=0.005 s,2.8625,297.2239
T,theta=0.005 s,2.8750,297.2011
T,theta=0.005 s,2.8875,297.2011
T,theta=0.005 s,2.9000,297.1784
T,theta=0.005 s,2.9125,297.1556
T,theta=0.005 s,2.9250,297.6564
T,theta=0.005 s,2.9375,297.1101
T,theta=0.005 s,2.9500,297.0873
T,theta=0.005 s,2.9625,297.0646
T,theta=0.005 s,2.9750,297.0646
T,theta=0.005 s,3.0500,296.9280
T,theta=0.005 s,3.0625,297.5426
T,theta=0.005 s,3.1250,296.7686
T,theta=0.005 s,3.1375,296.7686
T,theta=0.005 s,3.1500,296.7459
T,theta=0.005 s,3.2250,296.6093
T,theta=0.005 s,3.2375,296.5865
T,theta=0.005 s,3.2500,296.5638
T,theta=0.005 s,3.2625,296.5410
T,theta=0.005 s,3.2750,296.5183
T,theta=0.005 s,3.2875,296.4955
T,theta=0.005 s,3.3000,296.4727
T,theta=0.005 s,3.3125,296.4500
T,theta=0.005 s,3.3250,296.4500
T,theta=0.005 s,3.3375,296.4044
T,theta=0.005 s,3.3500,296.3589
T,theta=0.005 s,3.3625,296.3589
T,theta=0.005 s,3.3750,297.2011
T,theta=0.005 s,3.3875,296.3134
T,theta=0.005 s,3.4250,298.0889
T,theta=0.005 s,3.4375,298.0889
T,theta=0.005 s,3.4625,296.1085
T,theta=0.005 s,3.4750,296.0858
T,theta=0.005 s,3.5375,295.9492
T,theta=0.005 s,3.5500,295.9264
T,theta=0.005 s,3.5625,295.9037
T,theta=0.005 s,3.6125,295.7216
T,theta=0.005 s,3.6250,295.7216
T,theta=0.005 s,3.6375,295.6988
T,theta=0.005 s,3.6500,295.6533
T,theta=0.005 s,3.6625,295.6078
T,theta=0.005 s,3.6750,295.6078
T,theta=0.005 s,3.6875,295.5622
T,theta=0.005 s,3.7000,295.5167
T,theta=0.005 s,3.7125,295.4712
T,theta=0.005 s,3.7250,295.4712
T,theta=0.005 s,3.7375,295.4257
T,theta=0.005 s,3.7500,295.3801
T,theta=0.005 s,3.7625,295.3346
T,theta=0.005 s,3.7750,295.3346
T,theta=0.005 s,3.7875,295.3118
T,theta=0.005 s,3.8375,295.1297
T,theta=0.005 s,3.8500,295.1070
T,theta=0.005 s,3.8625,295.0842
T,theta=0.005 s,3.9125,294.8794
T,theta=0.005 s,3.9250,294.8794
T,theta=0.005 s,3.9375,294.8566
T,theta=0.005 s,3.9875,294.6517
T,theta=0.005 s,4.0000,294.6290
T,theta=0.005 s,4.0125,294.5607
T,theta=0.005 s,4.0250,294.5379
T,theta=0.005 s,4.0375,294.4924
T,theta=0.005 s,4.0500,294.4469
T,theta=0.005 s,4.0625,294.4241
T,theta=0.005 s,4.0750,294.3786
T,theta=0.005 s,4.0875,294.3331
T,theta=0.005 s,4.1000,294.2875
T,theta=0.005 s,4.1125,294.2420
T,theta=0.005 s,4.1250,294.1965
T,theta=0.005 s,4.1375,294.3558
T,theta=0.005 s,4.1750,293.9461
T,theta=0.005 s,4.1875,293.9461
T,theta=0.005 s,4.2000,293.9233
T,theta=0.005 s,4.2125,293.7640
T,theta=0.005 s,4.2250,293.6274
T,theta=0.005 s,4.2500,293.7185
T,theta=0.005 s,4.2625,293.6957
T,theta=0.005 s,4.2750,293.6729
T,theta=0.005 s,4.3500,293.3087
T,theta=0.005 s,4.3625,293.2632
T,theta=0.005 s,4.3750,293.2177
T,theta=0.005 s,4.3875,293.1949
T,theta=0.005 s,4.4000,293.1494
T,theta=0.005 s,4.4125,293.0811
T,theta=0.005 s,4.4250,293.0356
T,theta=0.005 s,4.4375,292.9901
T,theta=0.005 s,4.4500,292.9218
T,theta=0.005 s,4.5000,291.1691
T,theta=0.005 s,4.5125,292.6486
T,theta=0.005 s,4.5250,292.6714
T,theta=0.005 s,4.5625,292.4438
T,theta=0.005 s,4.5750,292.3983
T,theta=0.005 s,4.5875,292.3983
T,theta=0.005 s,4.6250,292.1706
T,theta=0.005 s,4.6375,292.1479
T,theta=0.005 s,4.6500,292.1251
T,theta=0.005 s,4.6750,291.9430
T,theta=0.005 s,4.6875,291.9202
T,theta=0.005 s,4.7000,291.8747
T,theta=0.005 s,4.7125,291.8064
T,theta=0.005 s,4.7250,291.7609
T,theta=0.005 s,4.7375,291.6926
T,theta=0.005 s,4.7500,291.6699
T,theta=0.005 s,4.8000,291.3967
T,theta=0.005 s,4.8125,291.3739
T,theta=0.005 s,4.8250,291.3512
T,theta=0.005 s,4.8625,291.1236
T,theta=0.005 s,4.8750,291.1008
T,theta=0.005 s,4.8875,291.0780
T,theta=0.005 s,4.9250,290.8504
T,theta=0.005 s,4.9375,290.8276
T,theta=0.005 s,4.9500,290.7821
T,theta=0.005 s,4.9625,290.7138
T,theta=0.005 s,4.9750,290.6683
T,theta=0.005 s,4.9875,290.6000
