panel,curve,x_m,value
P,theta=0.001 s,5.5000,47.7086
P,theta=0.001 s,5.5125,47.6825
P,theta=0.001 s,5.6125,47.6305
P,theta=0.001 s,5.6250,47.6305
P,theta=0.001 s,5.6375,47.6305
P,theta=0.001 s,5.6500,47.6045
P,theta=0.001 s,5.6625,47.6045
P,theta=0.001 s,5.6750,47.6045
P,theta=0.001 s,5.6875,47.6045
P,theta=0.001 s,5.7000,47.6045
P,theta=0.001 s,5.7125,47.6045
P,theta=0.001 s,5.7250,47.6045
P,theta=0.001 s,5.7375,47.5785
P,theta=0.001 s,5.7500,47.6045
P,theta=0.001 s,5.7625,47.5785
P,theta=0.001 s,5.7750,47.6045
P,theta=0.001 s,5.7875,47.5785
P,theta=0.001 s,5.8000,47.5785
P,theta=0.001 s,5.8125,47.5785
P,theta=0.001 s,5.8250,47.5785
P,theta=0.001 s,5.8375,47.5785
P,theta=0.001 s,5.9500,47.5525
P,theta=0.001 s,5.9625,47.5785
P,theta=0.001 s,5.9750,47.5785
P,theta=0.001 s,6.0875,47.5785
P,theta=0.001 s,6.1000,47.5785
P,theta=0.001 s,6.1125,47.5525
P,theta=0.001 s,6.1250,47.5525
P,theta=0.001 s,6.1375,47.5785
P,theta=0.001 s,6.1500,47.5785
P,theta=0.001 s,6.1625,47.5525
P,theta=0.001 s,6.1750,47.5525
P,theta=0.001 s,6.1875,47.5525
P,theta=0.001 s,6.2000,47.5785
P,theta=0.001 s,6.2125,47.5785
P,theta=0.001 s,6.2250,47.5525
P,theta=0.001 s,6.2375,47.5525
P,theta=0.001 s,6.2500,47.5785
P,theta=0.001 s,6.2625,47.5785
P,theta=0.001 s,6.2750,47.5785
P,theta=0.001 s,6.2875,47.5785
P,theta=0.001 s,6.3000,47.5525
P,theta=0.001 s,6.4125,47.5785
P,theta=0.001 s,6.4250,47.5525
P,theta=0.001 s,6.4375,47.5785
P,theta=0.001 s,6.5500,47.5785
P,theta=0.001 s,6.5625,47.5785
P,theta=0.001 s,6.5750,47.5525
P,theta=0.001 s,6.5875,47.5785
P,theta=0.001 s,6.6000,47.5525
P,theta=0.001 s,6.6125,47.5785
P,theta=0.001 s,6.6250,47.5785
P,theta=0.001 s,6.6375,47.5525
P,theta=0.001 s,6.6500,47.5785
P,theta=0.001 s,6.7000,47.5265
P,theta=0.001 s,7.0375,47.5785
P,theta=0.001 s,7.0500,47.5525
P,theta=0.001 s,7.0625,47.5785
P,theta=0.001 s,7.0750,47.5785
P,theta=0.001 s,7.1375,47.5785
P,theta=0.001 s,7.1500,47.5785
P,theta=0.001 s,7.1625,47.5525
P,theta=0.001 s,7.1750,47.5785
P,theta=0.001 s,7.5000,47.5785
P,theta=0.001 s,7.5125,47.5785
P,theta=0.001 s,7.5250,47.5525
P,theta=0.001 s,7.5375,47.5525
P,theta=0.001 s,7.5500,47.5785
P,theta=0.001 s,7.5625,47.5785
P,theta=0.001 s,7.5750,47.5785
P,theta=0.001 s,7.5875,47.5525
P,theta=0.001 s,7.6000,47.5525
P,theta=0.001 s,7.6125,47.5785
P,theta=0.001 s,7.6250,47.5785
P,theta=0.001 s,7.6375,47.5525
P,theta=0.001 s,7.6500,47.5525
P,theta=0.001 s,7.6625,47.5525
P,theta=0.001 s,7.6750,47.5785
P,theta=0.001 s,7.6875,47.5785
P,theta=0.001 s,7.7000,47.5525
P,theta=0.001 s,7.7125,47.5785
P,theta=0.001 s,7.8250,47.5785
P,theta=0.001 s,7.8375,47.5525
P,theta=0.001 s,7.8500,47.5785
P,theta=0.001 s,7.9625,47.5525
P,theta=0.001 s,7.9750,47.5525
P,theta=0.001 s,7.9875,47.5525
P,theta=0.001 s,8.0000,47.5525
P,theta=0.001 s,8.0125,47.5525
P,theta=0.001 s,8.0250,47.5525
P,theta=0.001 s,8.0375,47.5525
P,theta=0.001 s,8.0500,47.5525
P,theta=0.001 s,8.0625,47.5525
P,theta=0.001 s,8.0750,47.5525
P,theta=0.001 s,8.0875,47.5265
P,theta=0.001 s,8.1000,47.5265
P,theta=0.001 s,8.1125,47.5265
P,theta=0.001 s,8.1250,47.5265
P,theta=0.001 s,8.1375,47.5265
P,theta=0.001 s,8.1500,47.5005
P,theta=0.001 s,8.1625,47.5005
P,theta=0.001 s,8.1750,47.5005
P,theta=0.001 s,8.1875,47.5265
P,theta=0.001 s,8.2875,47.4225
P,theta=0.001 s,8.3000,47.3965
P,theta=0.001 s,8.3125,47.3965
P,theta=0.001 s,8.3250,47.4225
P,theta=0.001 s,8.4125,47.2145
P,theta=0.001 s,8.4250,47.1885
P,theta=0.001 s,8.4375,47.1885
P,theta=0.001 s,8.4500,47.1365
P,theta=0.001 s,8.4625,47.0845
P,theta=0.001 s,8.4750,47.0845
P,theta=0.001 s,8.4875,47.0325
P,theta=0.001 s,8.5000,46.9804
P,theta=0.001 s,8.5125,46.9544
P,theta=0.001 s,8.5250,46.9024
P,theta=0.001 s,8.5375,46.8504
P,theta=0.001 s,8.5500,46.7984
P,theta=0.001 s,8.5625,46.7464
P,theta=0.001 s,8.5750,46.6424
P,theta=0.001 s,8.5875,46.6424
P,theta=0.001 s,8.6375,46.2263
P,theta=0.001 s,8.6500,46.1743
P,theta=0.001 s,8.6625,46.1483
P,theta=0.001 s,8.7000,45.6803
P,theta=0.001 s,8.7125,45.6022
P,theta=0.001 s,8.7250,45.4462
P,theta=0.001 s,8.7375,45.2902
P,theta=0.001 s,8.7500,45.1082
P,theta=0.001 s,8.7625,44.9522
P,theta=0.001 s,8.7750,44.8741
P,theta=0.001 s,8.8000,44.4061
P,theta=0.001 s,8.8250,43.6780
P,theta=0.001 s,8.8375,43.4699
P,theta=0.001 s,8.8500,43.2099
P,theta=0.001 s,8.8625,43.0279
P,theta=0.001 s,8.8750,42.4038
P,theta=0.001 s,8.8875,41.7277
P,theta=0.001 s,8.9000,41.3636
P,theta=0.001 s,8.9125,40.9996
P,theta=0.001 s,8.9250,39.6734
P,theta=0.001 s,8.9375,39.2573
P,theta=0.001 s,8.9500,37.8791
P,theta=0.001 s,8.9625,37.4891
P,theta=0.001 s,8.9750,36.6050
P,theta=0.001 s,8.9875,35.8768
P,theta=0.001 s,9.0000,35.6168
P,theta=0.001 s,9.0125,35.3048
P,theta=0.001 s,9.0250,35.1747
P,theta=0.001 s,9.0625,34.7327
P,theta=0.001 s,9.0750,34.7067
P,theta=0.001 s,9.0875,34.7067
P,theta=0.001 s,9.1000,34.6807
P,theta=0.005 s,2.3625,64.2989
P,theta=0.005 s,2.3750,64.2989
P,theta=0.005 s,2.3875,64.2469
P,theta=0.005 s,2.4000,64.1949
P,theta=0.005 s,2.4125,64.1429
P,theta=0.005 s,2.4250,64.1169
P,theta=0.005 s,2.4375,64.0389
P,theta=0.005 s,2.4500,63.9609
P,theta=0.005 s,2.4625,63.9089
P,theta=0.005 s,2.4750,63.8049
P,theta=0.005 s,2.4875,63.7529
P,theta=0.005 s,2.5000,63.7009
P,theta=0.005 s,2.5250,63.3888
P,theta=0.005 s,2.5375,63.3888
P,theta=0.005 s,2.5500,63.3368
P,theta=0.005 s,2.5875,63.0508
P,theta=0.005 s,2.6000,62.9988
P,theta=0.005 s,2.6500,62.7387
P,theta=0.005 s,2.6625,62.6867
P,theta=0.005 s,2.6750,62.6347
P,theta=0.005 s,2.6875,62.5827
P,theta=0.005 s,2.7000,62.5307
P,theta=0.005 s,2.7125,62.4787
P,theta=0.005 s,2.7250,62.4267
P,theta=0.005 s,2.7375,62.3747
P,theta=0.005 s,2.7500,62.3227
P,theta=0.005 s,2.7625,62.2706
P,theta=0.005 s,2.7750,62.2186
P,theta=0.005 s,2.7875,62.2186
P,theta=0.005 s,2.8500,61.9586
P,theta=0.005 s,2.8625,61.9326
P,theta=0.005 s,2.9250,61.6986
P,theta=0.005 s,2.9375,61.6466
P,theta=0.005 s,3.0000,61.4385
P,theta=0.005 s,3.0125,61.4385
P,theta=0.005 s,3.0250,61.3865
P,theta=0.005 s,3.0375,61.3345
P,theta=0.005 s,3.0500,61.2825
P,theta=0.005 s,3.0625,61.2305
P,theta=0.005 s,3.0750,61.1785
P,theta=0.005 s,3.0875,61.1265
P,theta=0.005 s,3.1000,61.1265
P,theta=0.005 s,3.1125,61.0745
P,theta=0.005 s,3.1250,61.0225
P,theta=0.005 s,3.1375,60.9705
P,theta=0.005 s,3.1500,60.9185
P,theta=0.005 s,3.2000,60.6844
P,theta=0.005 s,3.2125,60.7104
P,theta=0.005 s,3.2250,60.6584
P,theta=0.005 s,3.2750,60.4244
P,theta=0.005 s,3.2875,60.3984
P,theta=0.005 s,3.3000,60.3724
P,theta=0.005 s,3.3500,60.1383
P,theta=0.005 s,3.3625,60.0863
P,theta=0.005 s,3.3750,60.0343
P,theta=0.005 s,3.3875,60.0083
P,theta=0.005 s,3.4000,59.9563
P,theta=0.005 s,3.4125,59.9043
P,theta=0.005 s,3.4250,59.8523
P,theta=0.005 s,3.4375,59.8003
P,theta=0.005 s,3.4500,59.7223
P,theta=0.005 s,3.4625,59.6703
P,theta=0.005 s,3.4750,59.6443
P,theta=0.005 s,3.4875,59.5663
P,theta=0.005 s,3.5375,59.3322
P,theta=0.005 s,3.5500,59.3062
P,theta=0.005 s,3.5625,59.2802
P,theta=0.005 s,3.6000,59.0202
P,theta=0.005 s,3.6125,58.9942
P,theta=0.005 s,3.6250,58.9682
P,theta=0.005 s,3.6750,58.7081
P,theta=0.005 s,3.6875,58.6561
P,theta=0.005 s,3.7000,58.5781
P,theta=0.005 s,3.7125,58.5261
P,theta=0.005 s,3.7250,58.4741
P,theta=0.005 s,3.7375,58.3961
P,theta=0.005 s,3.7500,58.3441
P,theta=0.005 s,3.7625,58.2661
P,theta=0.005 s,3.7750,58.2141
P,theta=0.005 s,3.7875,58.1621
P,theta=0.005 s,3.8000,58.1100
P,theta=0.005 s,3.8500,57.8240
P,theta=0.005 s,3.8625,57.7980
P,theta=0.005 s,3.9000,57.5120
P,theta=0.005 s,3.9125,57.4860
P,theta=0.005 s,3.9250,57.4600
P,theta=0.005 s,3.9625,57.1999
P,theta=0.005 s,3.9750,57.1479
P,theta=0.005 s,3.9875,57.1219
P,theta=0.005 s,4.0000,57.0179
P,theta=0.005 s,4.0125,56.9399
P,theta=0.005 s,4.0250,56.8879
P,theta=0.005 s,4.0375,56.8099
P,theta=0.005 s,4.0500,56.7318
P,theta=0.005 s,4.0625,56.6798
P,theta=0.005 s,4.0750,56.5758
P,theta=0.005 s,4.0875,56.5498
P,theta=0.005 s,4.1250,56.2638
P,theta=0.005 s,4.1375,56.2378
P,theta=0.005 s,4.1500,56.2118
P,theta=0.005 s,4.1875,55.9257
P,theta=0.005 s,4.2000,57.0959
P,theta=0.005 s,4.2375,55.5877
P,theta=0.005 s,4.2500,55.5877
P,theta=0.005 s,4.2625,55.5097
P,theta=0.005 s,4.2750,55.4317
P,theta=0.005 s,4.2875,55.3537
P,theta=0.005 s,4.3000,55.2756
P,theta=0.005 s,4.3125,55.1976
P,theta=0.005 s,4.3250,55.1196
P,theta=0.005 s,4.3375,55.0676
P,theta=0.005 s,4.3500,54.9636
P,theta=0.005 s,4.3625,54.9636
P,theta=0.005 s,4.4000,54.6776
P,theta=0.005 s,4.4125,54.6255
P,theta=0.005 s,4.4500,53.6894
P,theta=0.005 s,4.4625,54.2875
P,theta=0.005 s,4.4750,54.2875
P,theta=0.005 s,4.5125,54.0015
P,theta=0.005 s,4.5250,53.9234
P,theta=0.005 s,4.5375,53.8714
P,theta=0.005 s,4.5500,53.7674
P,theta=0.005 s,4.5625,53.7154
P,theta=0.005 s,4.5750,53.6114
P,theta=0.005 s,4.5875,53.5594
P,theta=0.005 s,4.6000,53.4814
P,theta=0.005 s,4.6125,53.4034
P,theta=0.005 s,4.6250,53.3514
P,theta=0.005 s,4.6750,53.0393
P,theta=0.005 s,4.7250,52.7273
P,theta=0.005 s,4.7375,52.7013
P,theta=0.005 s,4.7750,52.4152
P,theta=0.005 s,4.7875,52.3892
P,theta=0.005 s,4.8000,52.3372
P,theta=0.005 s,4.8125,52.2592
P,theta=0.005 s,4.8250,52.1812
P,theta=0.005 s,4.8375,52.1292
P,theta=0.005 s,4.8500,52.0512
P,theta=0.005 s,4.8625,51.9732
P,theta=0.005 s,4.8750,51.9212
P,theta=0.005 s,4.8875,51.8431
P,theta=0.005 s,4.9000,51.7911
P,theta=0.005 s,4.9500,51.5051
P,theta=0.005 s,4.9625,51.4531
P,theta=0.005 s,5.0125,51.1931
P,theta=0.005 s,5.0250,51.1410
P,theta=0.005 s,5.0750,50.8810
P,theta=0.005 s,5.0875,50.8290
P,theta=0.005 s,5.1000,50.8030
P,theta=0.005 s,5.1125,50.7510
P,theta=0.005 s,5.1250,50.6990
P,theta=0.005 s,5.1375,50.6470
P,theta=0.005 s,5.1500,50.5950
P,theta=0.005 s,5.1625,47.6305
P,theta=0.005 s,5.2625,50.0489
P,theta=0.005 s,5.2750,49.9969
P,theta=0.005 s,5.3000,47.5265
P,theta=0.005 s,5.3375,49.7628
P,theta=0.005 s,5.3500,49.7368
P,theta=0.005 s,5.4125,49.5288
P,theta=0.005 s,5.4250,49.4768
P,theta=0.005 s,5.4375,49.4248
P,theta=0.005 s,5.4500,49.3728
P,theta=0.005 s,5.4625,49.3728
P,theta=0.005 s,5.4750,49.3208
P,theta=0.005 s,5.4875,49.2688
P,theta=0.005 s,5.5000,49.2168
P,theta=0.005 s,5.5125,49.2168
P,theta=0.005 s,5.5250,49.1648
P,theta=0.005 s,5.5375,49.1128
P,theta=0.005 s,5.5500,49.0867
P,theta=0.005 s,5.5625,49.0607
P,theta=0.005 s,5.5750,49.0347
P,theta=0.005 s,5.6375,48.8527
P,theta=0.005 s,5.6500,48.8267
P,theta=0.005 s,5.6625,48.8267
P,theta=0.005 s,5.7250,48.6447
P,theta=0.005 s,5.7375,48.6187
P,theta=0.005 s,5.8125,48.4627
P,theta=0.005 s,5.8250,48.4367
P,theta=0.005 s,5.8375,48.4367
P,theta=0.005 s,5.8500,48.4107
P,theta=0.005 s,5.8625,48.3846
P,theta=0.005 s,5.8750,48.3586
P,theta=0.005 s,5.8875,48.3326
P,theta=0.005 s,5.9000,48.3066
P,theta=0.005 s,5.9125,48.3066
P,theta=0.005 s,5.9250,48.2806
P,theta=0.005 s,5.9375,48.2546
P,theta=0.005 s,5.9500,48.2286
P,theta=0.005 s,5.9625,48.2286
P,theta=0.005 s,5.9750,48.2026
P,theta=0.005 s,5.9875,48.1766
P,theta=0.005 s,6.0000,48.2026
P,theta=0.005 s,6.0625,48.0986
P,theta=0.005 s,6.0750,48.0726
P,theta=0.005 s,6.0875,48.0726
P,theta=0.005 s,6.1625,47.9686
P,theta=0.005 s,6.1750,47.9686
P,theta=0.005 s,6.1875,47.9686
P,theta=0.005 s,6.2625,47.8906
P,theta=0.005 s,6.2750,47.8906
P,theta=0.005 s,6.2875,47.8646
P,theta=0.005 s,6.3000,47.8646
P,theta=0.005 s,6.3125,47.8386
P,theta=0.005 s,6.3250,47.8386
P,theta=0.005 s,6.3375,47.8386
P,theta=0.005 s,6.3500,47.8386
P,theta=0.005 s,6.3625,47.7866
P,theta=0.005 s,6.3750,47.7866
P,theta=0.005 s,6.3875,47.7866
P,theta=0.005 s,6.4000,47.7866
P,theta=0.005 s,6.4500,47.7346
P,theta=0.005 s,6.6000,47.6305
P,theta=0.005 s,6.6250,47.7346
P,theta=0.005 s,6.7250,47.6825
P,theta=0.005 s,6.7375,47.6825
P,theta=0.005 s,6.7500,47.6825
P,theta=0.005 s,6.7625,47.6565
P,theta=0.005 s,6.7750,47.6565
P,theta=0.005 s,6.7875,47.6565
P,theta=0.005 s,6.8000,47.6565
P,theta=0.005 s,6.8125,47.6565
P,theta=0.005 s,6.8250,47.6565
P,theta=0.005 s,6.8375,47.6045
P,theta=0.005 s,6.8500,47.6305
P,theta=0.005 s,6.8625,47.6305
P,theta=0.005 s,6.8750,47.6305
P,theta=0.005 s,6.8875,47.6305
P,theta=0.005 s,6.9000,47.6305
P,theta=0.005 s,6.9125,47.5785
P,theta=0.005 s,6.9250,47.5785
P,theta=0.005 s,6.9875,47.5785
P,theta=0.005 s,7.0000,47.6045
P,theta=0.005 s,7.0125,47.6045
P,theta=0.005 s,7.0250,47.6305
P,theta=0.005 s,7.0875,47.6305
P,theta=0.005 s,7.1000,47.6045
P,theta=0.005 s,7.1125,47.6045
P,theta=0.005 s,7.2000,47.5785
P,theta=0.005 s,7.2125,47.5525
P,theta=0.005 s,7.2250,47.5785
P,theta=0.005 s,7.2375,47.5785
P,theta=0.005 s,7.2500,47.5525
P,theta=0.005 s,7.2625,47.5525
P,theta=0.005 s,7.2750,47.5525
P,theta=0.005 s,7.2875,47.5525
P,theta=0.005 s,7.3000,47.5525
P,theta=0.005 s,7.3125,47.5525
P,theta=0.005 s,7.3250,47.5265
P,theta=0.005 s,7.3375,47.5265
P,theta=0.005 s,7.3500,47.5265
P,theta=0.005 s,7.3625,47.5265
P,theta=0.005 s,7.3750,47.5265
P,theta=0.005 s,7.3875,47.5265
P,theta=0.005 s,7.4000,47.5265
P,theta=0.005 s,7.4625,47.5005
P,theta=0.005 s,7.4750,47.5005
P,theta=0.005 s,7.4875,47.4745
P,theta=0.005 s,7.5625,47.4225
P,theta=0.005 s,7.5750,47.4225
P,theta=0.005 s,7.5875,47.4225
P,theta=0.005 s,7.6625,47.3705
P,theta=0.005 s,7.6750,47.3445
P,theta=0.005 s,7.6875,47.3445
P,theta=0.005 s,7.7000,47.3445
P,theta=0.005 s,7.7125,47.3185
P,theta=0.005 s,7.7250,47.3185
P,theta=0.005 s,7.7375,47.3185
P,theta=0.005 s,7.7500,47.2925
P,theta=0.005 s,7.7625,47.2925
P,theta=0.005 s,7.7750,47.2665
P,theta=0.005 s,7.7875,47.2665
P,theta=0.005 s,7.8000,47.2405
P,theta=0.005 s,7.8125,47.2405
P,theta=0.005 s,7.8250,47.2145
P,theta=0.005 s,7.8375,47.2145
P,theta=0.005 s,7.8500,47.1885
P,theta=0.005 s,7.9250,47.1105
P,theta=0.005 s,7.9375,47.0845
P,theta=0.005 s,7.9500,47.0845
P,theta=0.005 s,8.0250,46.9804
P,theta=0.005 s,8.0375,46.9544
P,theta=0.005 s,8.0750,47.6305
P,theta=0.005 s,8.1125,46.8244
P,theta=0.005 s,8.1250,46.8244
P,theta=0.005 s,8.1375,46.7984
P,theta=0.005 s,8.1500,46.7724
P,theta=0.005 s,8.1625,46.7464
P,theta=0.005 s,8.1750,46.7204
P,theta=0.005 s,8.1875,46.6944
P,theta=0.005 s,8.2000,46.6684
P,theta=0.005 s,8.2125,46.6424
P,theta=0.005 s,8.2250,46.6164
P,theta=0.005 s,8.2375,46.5904
P,theta=0.005 s,8.2500,46.5644
P,theta=0.005 s,8.2625,46.5384
P,theta=0.005 s,8.2750,46.5124
P,theta=0.005 s,8.2875,46.4864
P,theta=0.005 s,8.3625,46.3043
P,theta=0.005 s,8.3750,46.2783
P,theta=0.005 s,8.4250,47.5265
P,theta=0.005 s,8.4375,46.0703
P,theta=0.005 s,8.4500,46.0443
P,theta=0.005 s,8.4625,47.6305
P,theta=0.005 s,8.4875,47.6305
P,theta=0.005 s,8.5125,45.8363
P,theta=0.005 s,8.5250,45.7843
P,theta=0.005 s,8.5375,45.7323
P,theta=0.005 s,8.5500,45.6803
P,theta=0.005 s,8.5625,45.6543
P,theta=0.005 s,8.5750,45.6283
P,theta=0.005 s,8.5875,45.5762
P,theta=0.005 s,8.6000,45.5242
P,theta=0.005 s,8.6125,45.4722
P,theta=0.005 s,8.6250,45.4202
P,theta=0.005 s,8.6375,45.3422
P,theta=0.005 s,8.6500,45.2902
P,theta=0.005 s,8.6625,45.2902
P,theta=0.005 s,8.7000,45.0302
P,theta=0.005 s,8.7125,45.0042
P,theta=0.005 s,8.7250,44.9782
P,theta=0.005 s,8.7625,44.6921
P,theta=0.005 s,8.7750,44.6661
P,theta=0.005 s,8.8000,44.6661
P,theta=0.005 s,8.8125,44.3541
P,theta=0.005 s,8.8250,43.4179
P,theta=0.005 s,8.8375,44.2761
P,theta=0.005 s,8.8500,42.4818
P,theta=0.005 s,8.8625,40.5055
P,theta=0.005 s,8.8750,36.9690
P,theta=0.005 s,9.0000,37.7491
P,theta=0.005 s,9.0125,34.7327
P,theta=0.005 s,9.1125,34.6807
P,theta=0.01 s,0.3875,64.3509
P,theta=0.01 s,0.4500,64.3509
P,theta=0.01 s,0.8625,64.3509
P,theta=0.01 s,0.9125,64.3509
P,theta=0.01 s,0.9250,64.3509
P,theta=0.01 s,1.3250,64.3509
P,theta=0.01 s,1.3375,64.3509
P,theta=0.01 s,1.3875,64.3509
P,theta=0.01 s,1.8000,64.3509
P,theta=0.01 s,1.8125,64.3509
P,theta=0.01 s,1.8625,64.3509
P,theta=0.01 s,2.2750,64.3509
P,theta=0.01 s,2.2875,64.3509
P,theta=0.01 s,2.3000,64.3509
P,theta=0.01 s,2.3125,64.2989
P,theta=0.01 s,2.3250,64.2989
P,theta=0.01 s,2.3375,64.2469
P,theta=0.01 s,2.3500,64.2209
P,theta=0.01 s,2.3625,64.1689
P,theta=0.01 s,2.3750,64.0909
P,theta=0.01 s,2.3875,63.9869
P,theta=0.01 s,2.4000,63.8829
P,theta=0.01 s,2.4125,63.7529
P,theta=0.01 s,2.4250,63.5968
P,theta=0.01 s,2.4375,63.4408
P,theta=0.01 s,2.4500,63.2588
P,theta=0.01 s,2.4625,63.1028
P,theta=0.01 s,2.4750,62.8947
P,theta=0.01 s,2.4875,62.6867
P,theta=0.01 s,2.5000,62.4787
P,theta=0.01 s,2.5125,62.3227
P,theta=0.01 s,2.5250,62.1406
P,theta=0.01 s,2.5375,61.9586
P,theta=0.01 s,2.5500,61.8026
P,theta=0.01 s,2.5625,61.6466
P,theta=0.01 s,2.5750,61.5165
P,theta=0.01 s,2.5875,61.3605
P,theta=0.01 s,2.6000,61.2305
P,theta=0.01 s,2.6125,61.1005
P,theta=0.01 s,2.6250,60.9705
P,theta=0.01 s,2.6375,60.8664
P,theta=0.01 s,2.6500,60.7624
P,theta=0.01 s,2.6625,60.6584
P,theta=0.01 s,2.6750,60.5544
P,theta=0.01 s,2.6875,60.4504
P,theta=0.01 s,2.7000,60.3464
P,theta=0.01 s,2.7125,60.2684
P,theta=0.01 s,2.7250,60.1643
P,theta=0.01 s,2.7375,60.0603
P,theta=0.01 s,2.7500,60.0083
P,theta=0.01 s,2.7625,59.9043
P,theta=0.01 s,2.7750,59.8523
P,theta=0.01 s,2.7875,59.7483
P,theta=0.01 s,2.8000,59.6963
P,theta=0.01 s,2.8125,59.5923
P,theta=0.01 s,2.8250,59.5403
P,theta=0.01 s,2.8375,59.4622
P,theta=0.01 s,2.8500,59.3842
P,theta=0.01 s,2.8625,59.3322
P,theta=0.01 s,2.8750,59.2542
P,theta=0.01 s,2.8875,59.1762
P,theta=0.01 s,2.9000,59.1242
P,theta=0.01 s,2.9125,59.0462
P,theta=0.01 s,2.9250,58.9942
P,theta=0.01 s,2.9375,58.9422
P,theta=0.01 s,2.9500,58.8902
P,theta=0.01 s,2.9625,58.8121
P,theta=0.01 s,2.9750,58.7601
P,theta=0.01 s,2.9875,58.7081
P,theta=0.01 s,3.0000,58.6301
P,theta=0.01 s,3.0125,58.5781
P,theta=0.01 s,3.0250,58.5261
P,theta=0.01 s,3.0375,58.4741
P,theta=0.01 s,3.0500,58.4221
P,theta=0.01 s,3.0625,58.3701
P,theta=0.01 s,3.0750,58.3181
P,theta=0.01 s,3.0875,58.2661
P,theta=0.01 s,3.1000,58.2141
P,theta=0.01 s,3.1125,58.1621
P,theta=0.01 s,3.1250,58.1100
P,theta=0.01 s,3.1375,58.0580
P,theta=0.01 s,3.1500,58.0320
P,theta=0.01 s,3.1625,58.0060
P,theta=0.01 s,3.1750,57.9540
P,theta=0.01 s,3.1875,57.9020
P,theta=0.01 s,3.2000,57.8500
P,theta=0.01 s,3.2125,57.7980
P,theta=0.01 s,3.2250,57.7460
P,theta=0.01 s,3.2375,57.6940
P,theta=0.01 s,3.2500,57.6680
P,theta=0.01 s,3.2625,57.6420
P,theta=0.01 s,3.2750,57.5900
P,theta=0.01 s,3.2875,57.5380
P,theta=0.01 s,3.3000,57.4860
P,theta=0.01 s,3.3125,57.4340
P,theta=0.01 s,3.3250,57.3819
P,theta=0.01 s,3.3375,57.3559
P,theta=0.01 s,3.3500,57.3299
P,theta=0.01 s,3.3625,57.2779
P,theta=0.01 s,3.3750,57.2259
P,theta=0.01 s,3.3875,57.1739
P,theta=0.01 s,3.4000,57.1219
P,theta=0.01 s,3.4125,57.0699
P,theta=0.01 s,3.4250,57.0439
P,theta=0.01 s,3.4375,57.0179
P,theta=0.01 s,3.4500,56.9659
P,theta=0.01 s,3.4625,56.9139
P,theta=0.01 s,3.4750,56.8619
P,theta=0.01 s,3.4875,56.8099
P,theta=0.01 s,3.5000,56.7579
P,theta=0.01 s,3.5125,56.7318
P,theta=0.01 s,3.5250,56.7058
P,theta=0.01 s,3.5375,56.6538
P,theta=0.01 s,3.5500,56.6018
P,theta=0.01 s,3.5625,56.5498
P,theta=0.01 s,3.5750,56.4978
P,theta=0.01 s,3.5875,56.4458
P,theta=0.01 s,3.6000,56.3938
P,theta=0.01 s,3.6125,56.3678
P,theta=0.01 s,3.6250,56.3418
P,theta=0.01 s,3.6375,56.2898
P,theta=0.01 s,3.6500,56.2378
P,theta=0.01 s,3.6625,56.1858
P,theta=0.01 s,3.6750,56.1338
P,theta=0.01 s,3.6875,56.0818
P,theta=0.01 s,3.7000,56.0297
P,theta=0.01 s,3.7125,55.9777
P,theta=0.01 s,3.7250,55.9517
P,theta=0.01 s,3.7375,55.8997
P,theta=0.01 s,3.7500,55.8737
P,theta=0.01 s,3.7625,55.8217
P,theta=0.01 s,3.7750,55.7697
P,theta=0.01 s,3.7875,55.7177
P,theta=0.01 s,3.8000,55.6657
P,theta=0.01 s,3.8125,55.6137
P,theta=0.01 s,3.8250,55.5617
P,theta=0.01 s,3.8375,55.5097
P,theta=0.01 s,3.8500,55.4577
P,theta=0.01 s,3.8625,55.4317
P,theta=0.01 s,3.8750,55.3797
P,theta=0.01 s,3.8875,55.3276
P,theta=0.01 s,3.9000,55.3016
P,theta=0.01 s,3.9125,55.2496
P,theta=0.01 s,3.9250,55.1976
P,theta=0.01 s,3.9375,55.1456
P,theta=0.01 s,3.9500,55.0936
P,theta=0.01 s,3.9625,55.0416
P,theta=0.01 s,3.9750,54.9896
P,theta=0.01 s,3.9875,54.9376
P,theta=0.01 s,4.0000,54.8856
P,theta=0.01 s,4.0125,54.8336
P,theta=0.01 s,4.0250,54.7816
P,theta=0.01 s,4.0375,54.7296
P,theta=0.01 s,4.0500,54.6776
P,theta=0.01 s,4.0625,54.6515
P,theta=0.01 s,4.0750,54.5735
P,theta=0.01 s,4.0875,54.5475
P,theta=0.01 s,4.1000,54.4955
P,theta=0.01 s,4.1125,54.4435
P,theta=0.01 s,4.1250,54.3915
P,theta=0.01 s,4.1375,54.3655
P,theta=0.01 s,4.1500,54.3135
P,theta=0.01 s,4.1625,54.2615
P,theta=0.01 s,4.1750,54.2095
P,theta=0.01 s,4.1875,54.1575
P,theta=0.01 s,4.2000,54.1055
P,theta=0.01 s,4.2125,54.0535
P,theta=0.01 s,4.2250,54.0015
P,theta=0.01 s,4.2375,53.9494
P,theta=0.01 s,4.2500,53.8974
P,theta=0.01 s,4.2625,53.8454
P,theta=0.01 s,4.2750,53.7934
P,theta=0.01 s,4.2875,53.7414
P,theta=0.01 s,4.3000,53.6894
P,theta=0.01 s,4.3125,53.6374
P,theta=0.01 s,4.3250,53.5854
P,theta=0.01 s,4.3375,53.5334
P,theta=0.01 s,4.3500,53.4814
